city,state,traffic_volume,avg_speed_kmh,congestion_level,weather_condition,incident_type,road_type,lane_closure
New York,AZ,3183,22.19,High,Clear,Accident,Rural,No
Houston,AZ,255,33.82,Low,Cloudy,Construction,Rural,Yes
Phoenix,PA,1686,70.33,Low,Rain,Breakdown,Rural,Yes
San Jose,NY,680,71.36,Low,Snow,Breakdown,Rural,No
San Jose,NY,2276,76.69,High,Rain,Construction,Expressway,No
Phoenix,NY,2439,74.22,Medium,Cloudy,Breakdown,Expressway,No
San Antonio,PA,4585,64.48,Low,Cloudy,Breakdown,Highway,No
Houston,AZ,1148,98.23,High,Rain,None,Rural,No
New York,NY,339,112.73,Low,Clear,Construction,Highway,No
Phoenix,PA,2654,39.67,Low,Rain,Breakdown,Highway,Yes
San Antonio,CA,257,24.32,Low,Rain,Breakdown,Urban,Yes
San Jose,CA,3864,56.76,Low,Cloudy,None,Rural,Yes
San Jose,IL,321,12.91,High,Fog,Construction,Highway,Yes
Philadelphia,CA,3728,107.17,Low,Cloudy,Construction,Expressway,Yes
Phoenix,TX,464,36.37,High,Cloudy,Construction,Highway,No
Houston,IL,3518,70.42,Medium,Cloudy,None,Highway,No
Los Angeles,CA,4529,22.66,Medium,Cloudy,Breakdown,Rural,No
Houston,TX,1334,70.86,Low,Clear,None,Rural,No
San Jose,CA,1712,14.29,Medium,Snow,None,Urban,No
San Jose,PA,4064,94.57,Medium,Rain,Construction,Expressway,No
Chicago,TX,1091,115.1,High,Rain,None,Highway,No
San Jose,NY,4140,43.77,High,Fog,Construction,Highway,No
New York,PA,2344,38.4,Low,Clear,Breakdown,Urban,Yes
San Diego,TX,3763,59.28,Medium,Fog,Breakdown,Urban,No
Phoenix,PA,2511,78.2,Medium,Rain,Accident,Urban,Yes
Houston,NY,1393,30.79,High,Fog,None,Highway,No
San Diego,TX,2812,98.36,Low,Cloudy,Construction,Expressway,No
San Antonio,TX,2278,31.84,Medium,Cloudy,Breakdown,Urban,No
Los Angeles,PA,3417,10.6,Medium,Rain,Construction,Expressway,No
New York,CA,993,67.67,Low,Fog,Accident,Expressway,Yes
Houston,TX,4206,22.67,High,Cloudy,Breakdown,Rural,Yes
San Diego,CA,4109,86.81,High,Clear,Construction,Urban,No
Los Angeles,TX,215,28.42,High,Clear,Breakdown,Expressway,No
Chicago,AZ,1955,99.91,Medium,Rain,Accident,Highway,No
New York,IL,3106,61.74,Medium,Snow,Breakdown,Rural,Yes
New York,CA,1373,72.29,High,Snow,None,Highway,No
Chicago,CA,4800,30.52,High,Fog,Accident,Urban,No
Phoenix,NY,400,26.14,Medium,Rain,Construction,Urban,Yes
Chicago,AZ,2360,79.44,High,Rain,None,Expressway,Yes
New York,NY,3359,38.1,Medium,Cloudy,Construction,Urban,Yes
New York,AZ,981,52.45,High,Cloudy,Construction,Urban,No
San Diego,AZ,3888,62.74,High,Clear,None,Rural,Yes
San Jose,PA,1163,35.26,Medium,Clear,Construction,Expressway,Yes
Los Angeles,PA,2236,97.5,Low,Rain,Accident,Expressway,Yes
Chicago,PA,2039,113.34,High,Cloudy,None,Rural,No
Los Angeles,TX,1435,57.51,Low,Cloudy,Breakdown,Expressway,No
Chicago,NY,3534,110.93,Low,Rain,None,Highway,Yes
San Antonio,IL,1166,107.1,High,Clear,None,Highway,No
New York,AZ,183,28.27,High,Cloudy,None,Rural,No
San Jose,AZ,4001,29.07,Low,Snow,None,Expressway,Yes
San Diego,CA,1277,62.51,Low,Fog,Accident,Highway,Yes
San Jose,TX,3159,67.84,High,Clear,None,Highway,Yes
San Jose,IL,2554,47.52,Medium,Snow,Construction,Urban,Yes
San Jose,PA,3655,44.42,High,Rain,Accident,Highway,Yes
Los Angeles,AZ,1931,57.45,Medium,Rain,Construction,Expressway,No
Chicago,CA,4583,85.95,Low,Fog,Accident,Expressway,Yes
Dallas,NY,729,19.28,Low,Cloudy,Accident,Highway,Yes
San Antonio,AZ,2744,88.16,Low,Snow,None,Urban,No
Houston,CA,2719,111.89,High,Cloudy,Accident,Urban,No
San Jose,NY,1297,93.99,Medium,Snow,Breakdown,Highway,Yes
Phoenix,TX,1241,31.08,High,Rain,Breakdown,Rural,Yes
Los Angeles,PA,1180,19.62,Low,Rain,Construction,Highway,Yes
San Diego,NY,1453,63.94,High,Cloudy,None,Highway,No
Houston,AZ,2121,115.2,Medium,Cloudy,Accident,Expressway,Yes
Dallas,IL,1380,100.1,High,Snow,None,Rural,No
Phoenix,NY,1431,71.9,High,Fog,None,Expressway,Yes
Dallas,IL,419,25.73,Medium,Rain,Breakdown,Urban,Yes
Houston,IL,3844,88.52,Medium,Snow,Construction,Highway,Yes
San Jose,NY,2540,99.43,Low,Clear,Accident,Urban,No
Phoenix,TX,1226,112.86,Medium,Cloudy,Construction,Highway,No
Dallas,NY,425,77.33,Low,Rain,Breakdown,Rural,Yes
San Diego,CA,2810,66.59,High,Fog,Breakdown,Highway,No
Chicago,PA,3340,78.11,Low,Fog,Accident,Rural,Yes
New York,IL,1993,113.76,High,Clear,Accident,Rural,No
Chicago,PA,1007,79.09,Medium,Cloudy,None,Rural,Yes
Houston,AZ,860,38.34,Low,Cloudy,Breakdown,Expressway,Yes
Los Angeles,IL,4972,79.98,Low,Snow,None,Urban,Yes
New York,AZ,1583,106.77,Low,Clear,Construction,Expressway,Yes
San Antonio,CA,4480,72.37,Medium,Fog,Breakdown,Highway,Yes
San Diego,CA,459,65.3,High,Fog,Construction,Highway,Yes
San Antonio,PA,103,90.67,Low,Clear,Accident,Rural,No
Phoenix,CA,4846,82.71,High,Clear,None,Rural,No
New York,NY,1148,16.24,High,Fog,Accident,Rural,No
San Antonio,IL,2446,89.78,High,Clear,Construction,Urban,Yes
San Antonio,AZ,1024,54.83,Low,Clear,Accident,Expressway,Yes
Dallas,PA,4538,113.5,High,Cloudy,Breakdown,Expressway,Yes
Chicago,PA,4699,116.79,Low,Clear,None,Highway,No
Dallas,CA,2944,59.36,High,Fog,Construction,Highway,Yes
New York,CA,3329,116.57,High,Rain,None,Highway,No
New York,AZ,4971,44.19,Low,Fog,Construction,Highway,Yes
Houston,IL,4889,85.09,Low,Cloudy,Breakdown,Rural,Yes
Dallas,IL,2274,18.26,Medium,Clear,Construction,Rural,No
Philadelphia,PA,2608,25.95,Medium,Fog,Breakdown,Expressway,Yes
Chicago,AZ,3740,105.1,Medium,Snow,None,Urban,Yes
New York,PA,188,108.32,High,Rain,None,Expressway,Yes
Houston,TX,3223,68.59,Medium,Fog,Accident,Rural,Yes
Dallas,IL,2570,47.38,Medium,Clear,Construction,Highway,No
Chicago,AZ,4687,59.61,Medium,Cloudy,Breakdown,Rural,Yes
Dallas,AZ,2291,105.66,High,Rain,None,Rural,No
San Antonio,PA,3877,33.21,Medium,Snow,Breakdown,Urban,Yes
Houston,CA,1387,42.44,Low,Snow,None,Expressway,Yes
Chicago,AZ,4139,96.4,High,Clear,Accident,Expressway,Yes
San Jose,PA,2902,112.88,High,Snow,Breakdown,Expressway,No
Phoenix,NY,2344,20.22,Low,Rain,Breakdown,Highway,Yes
Phoenix,CA,2727,98.41,Medium,Snow,Construction,Expressway,Yes
Chicago,CA,122,80.96,Medium,Clear,None,Urban,No
Dallas,IL,2928,35.38,Low,Snow,Breakdown,Expressway,Yes
Houston,TX,2191,93.14,Medium,Cloudy,Accident,Urban,Yes
Phoenix,IL,4580,90.07,Medium,Rain,Accident,Urban,Yes
Houston,NY,1856,25.62,Medium,Clear,Construction,Urban,No
Phoenix,PA,2095,65.25,High,Clear,Breakdown,Rural,No
San Antonio,CA,3552,93.41,Low,Cloudy,Breakdown,Highway,Yes
Dallas,CA,4602,31.07,Medium,Clear,Accident,Expressway,Yes
San Antonio,AZ,3551,60.9,Low,Fog,Breakdown,Rural,No
Phoenix,TX,2326,23.28,High,Clear,Accident,Highway,Yes
San Jose,TX,2127,43.75,Medium,Snow,Construction,Highway,Yes
San Jose,AZ,1698,33.97,Low,Clear,Accident,Expressway,Yes
San Antonio,NY,384,65.56,High,Rain,None,Rural,No
San Jose,TX,4805,25.53,High,Clear,None,Expressway,Yes
Phoenix,CA,4714,52.15,Low,Rain,Accident,Expressway,No
Chicago,NY,4322,40.27,Medium,Cloudy,Accident,Highway,No
San Antonio,IL,2921,92.07,Medium,Fog,Accident,Highway,No
Los Angeles,IL,2665,86.96,Low,Snow,Accident,Rural,No
Dallas,NY,4922,20.44,High,Fog,Construction,Expressway,Yes
San Jose,CA,4222,114.88,Low,Fog,None,Urban,Yes
San Jose,IL,982,91.92,Low,Cloudy,None,Highway,No
New York,PA,685,77.76,High,Clear,Construction,Highway,No
Philadelphia,CA,3279,62.55,Low,Fog,Breakdown,Highway,No
San Antonio,AZ,1240,29.57,High,Snow,Construction,Urban,No
San Diego,TX,61,115.82,High,Rain,None,Rural,No
San Jose,NY,4052,10.86,Low,Cloudy,Construction,Urban,Yes
Dallas,TX,4976,86.17,Low,Cloudy,Accident,Expressway,Yes
Los Angeles,AZ,1499,65.82,Low,Fog,Breakdown,Expressway,Yes
San Jose,IL,498,109.28,Medium,Clear,Accident,Expressway,Yes
Los Angeles,PA,2546,51.88,High,Fog,Construction,Highway,No
Phoenix,CA,476,67.05,High,Rain,Breakdown,Expressway,No
Phoenix,CA,965,91.66,High,Fog,Breakdown,Urban,No
Philadelphia,AZ,3219,15.23,High,Clear,Breakdown,Expressway,No
Chicago,NY,4776,15.99,High,Cloudy,Breakdown,Expressway,No
San Diego,TX,4371,33.28,Medium,Snow,Breakdown,Expressway,No
New York,PA,496,26.11,High,Cloudy,None,Rural,Yes
Philadelphia,IL,1960,10.71,Medium,Clear,Accident,Expressway,No
Houston,NY,3785,78.53,Low,Cloudy,Accident,Urban,Yes
New York,PA,2300,97.55,Low,Fog,Breakdown,Highway,No
San Antonio,PA,4820,115.28,Medium,Fog,Accident,Expressway,Yes
Dallas,AZ,2731,58.5,High,Fog,None,Urban,Yes
Houston,AZ,1451,40.77,High,Fog,Accident,Expressway,Yes
Houston,CA,3457,105.03,High,Clear,Accident,Rural,Yes
Philadelphia,IL,1093,102.88,High,Rain,None,Highway,No
Chicago,NY,3068,78.73,High,Fog,Accident,Rural,No
Philadelphia,CA,441,40.05,Medium,Cloudy,Accident,Urban,No
San Antonio,IL,4869,109.94,Medium,Clear,Construction,Urban,No
San Jose,TX,1335,29.62,Medium,Clear,Accident,Rural,Yes
San Jose,TX,4159,14.8,Low,Snow,Breakdown,Urban,Yes
Chicago,CA,2484,97.63,Low,Fog,Breakdown,Rural,Yes
San Antonio,NY,691,72,Medium,Cloudy,None,Urban,Yes
Chicago,IL,1095,37.11,Medium,Rain,None,Expressway,Yes
Los Angeles,TX,4370,83.8,Low,Rain,Breakdown,Rural,No
San Jose,TX,4087,94.34,Medium,Cloudy,Breakdown,Rural,Yes
Houston,NY,3097,102.9,Low,Clear,Breakdown,Urban,Yes
San Diego,CA,1207,41.03,Low,Cloudy,Construction,Expressway,No
Dallas,AZ,3299,12.81,Medium,Snow,Breakdown,Expressway,Yes
San Antonio,PA,3677,66.1,Medium,Clear,None,Urban,No
New York,IL,1593,104.17,Low,Snow,Construction,Expressway,No
Chicago,TX,841,32.86,Medium,Rain,None,Expressway,No
Dallas,PA,486,56.32,High,Fog,Construction,Rural,No
New York,PA,3564,38.21,Low,Snow,Construction,Rural,Yes
Dallas,AZ,4726,11.47,Low,Cloudy,None,Expressway,No
San Diego,PA,4832,108.84,High,Fog,Construction,Rural,Yes
New York,NY,4510,24.86,High,Rain,Construction,Highway,Yes
Philadelphia,CA,4009,94.34,High,Cloudy,Accident,Urban,No
Phoenix,IL,4414,48.13,Medium,Snow,Breakdown,Urban,No
Philadelphia,NY,1766,40.55,High,Cloudy,Construction,Rural,Yes
San Jose,CA,3686,113.51,High,Fog,Construction,Rural,No
Phoenix,NY,3414,82.29,Medium,Cloudy,None,Urban,Yes
Philadelphia,TX,4223,85.56,High,Snow,None,Rural,Yes
Phoenix,TX,238,93.56,Low,Clear,Accident,Rural,Yes
Phoenix,AZ,2768,47.5,High,Rain,None,Highway,No
Houston,NY,2455,72,High,Rain,Breakdown,Urban,No
Chicago,PA,3980,39.72,Medium,Fog,Accident,Highway,No
Chicago,TX,3215,101.8,Medium,Cloudy,Breakdown,Highway,Yes
Houston,CA,952,75.92,High,Cloudy,Breakdown,Rural,Yes
Dallas,AZ,390,36.77,High,Snow,Construction,Rural,No
Los Angeles,PA,2931,108.97,Low,Rain,Breakdown,Expressway,No
Dallas,IL,4556,73.89,Medium,Rain,Accident,Highway,No
New York,NY,693,64.45,Low,Fog,Accident,Rural,Yes
New York,TX,70,13.79,Low,Rain,Construction,Expressway,No
Phoenix,PA,3122,110.08,High,Snow,None,Highway,Yes
Philadelphia,CA,727,114.75,High,Snow,Breakdown,Highway,No
Philadelphia,NY,1149,71.89,High,Rain,Breakdown,Highway,Yes
Chicago,CA,2700,58.68,Low,Fog,Construction,Expressway,No
San Antonio,AZ,3519,49.55,Low,Snow,None,Highway,No
Dallas,TX,4233,39.49,Medium,Fog,Accident,Urban,Yes
San Jose,TX,2114,73.2,Medium,Cloudy,Construction,Urban,Yes
San Diego,AZ,3450,24.09,Medium,Rain,Accident,Expressway,No
Philadelphia,CA,2921,111.11,Medium,Cloudy,Construction,Urban,Yes
San Diego,NY,2480,29.36,Medium,Cloudy,None,Expressway,Yes
Phoenix,CA,2737,92.01,Medium,Rain,Breakdown,Highway,No
San Diego,NY,1466,43.76,Low,Cloudy,Breakdown,Highway,Yes
San Jose,PA,4455,34.87,High,Rain,Construction,Rural,Yes
Houston,AZ,541,71.37,Medium,Fog,Construction,Urban,No
San Jose,IL,809,94.16,Low,Cloudy,None,Rural,Yes
San Diego,NY,3551,89.94,Low,Cloudy,Breakdown,Expressway,No
San Jose,TX,50,35.71,High,Snow,Accident,Urban,Yes
Los Angeles,PA,2138,46.36,Medium,Cloudy,Construction,Rural,No
Phoenix,TX,3706,105.57,High,Clear,Breakdown,Rural,No
Dallas,PA,4817,89.56,High,Cloudy,Accident,Expressway,No
Houston,TX,261,88.4,High,Cloudy,None,Urban,Yes
Philadelphia,CA,3772,39.58,Medium,Snow,Accident,Expressway,No
New York,CA,3567,97.12,Medium,Clear,Breakdown,Urban,Yes
Dallas,CA,2015,49.43,Medium,Fog,Accident,Rural,No
New York,PA,353,54.15,Low,Rain,None,Rural,Yes
Phoenix,PA,4836,41.63,Low,Cloudy,Breakdown,Rural,No
Houston,TX,3822,23.35,Low,Fog,Construction,Expressway,No
Chicago,NY,1831,56.24,Medium,Fog,Breakdown,Expressway,No
Philadelphia,PA,3275,11.86,High,Rain,Accident,Urban,No
Los Angeles,TX,4761,60.15,High,Rain,Accident,Expressway,Yes
Chicago,NY,4668,89.75,Low,Fog,None,Expressway,No
Phoenix,CA,2122,115.68,High,Clear,Construction,Highway,Yes
Dallas,PA,857,18.65,Low,Snow,Breakdown,Rural,Yes
Los Angeles,IL,4170,40.94,High,Fog,Accident,Highway,Yes
San Jose,CA,1826,64.35,Medium,Rain,Construction,Urban,Yes
San Diego,AZ,3240,28.74,Low,Snow,Accident,Rural,Yes
Los Angeles,NY,4092,22.85,Low,Rain,Construction,Urban,Yes
Phoenix,IL,4253,59.75,High,Fog,Construction,Highway,No
San Antonio,CA,1403,73.88,Medium,Snow,Breakdown,Urban,Yes
San Diego,PA,229,100.22,Medium,Rain,Breakdown,Expressway,Yes
New York,IL,930,119.76,Medium,Rain,Accident,Rural,Yes
Philadelphia,TX,1880,95.17,Medium,Clear,None,Rural,No
New York,NY,4748,34.35,Low,Rain,Accident,Urban,No
Los Angeles,AZ,4052,92.28,Medium,Cloudy,Accident,Urban,Yes
New York,TX,2850,69.09,High,Fog,Construction,Rural,No
Phoenix,IL,4313,59.59,Low,Cloudy,Construction,Urban,No
San Jose,CA,272,112.93,High,Fog,Breakdown,Urban,Yes
Dallas,NY,4614,87.23,Medium,Clear,Accident,Rural,No
Philadelphia,PA,4423,84.99,Low,Fog,Construction,Urban,Yes
New York,AZ,2287,11.29,High,Clear,None,Urban,No
New York,CA,2628,105.16,Medium,Snow,Accident,Rural,Yes
Los Angeles,AZ,1828,97.26,Low,Cloudy,Breakdown,Expressway,No
Dallas,PA,670,42.88,Medium,Cloudy,None,Highway,No
Chicago,NY,1263,42.13,Medium,Clear,Construction,Expressway,Yes
New York,IL,4104,15.88,Medium,Cloudy,Construction,Expressway,No
Phoenix,AZ,4363,15.59,Medium,Cloudy,None,Expressway,No
San Antonio,NY,4313,83.55,High,Clear,Accident,Urban,Yes
Philadelphia,AZ,2877,30.49,Medium,Clear,Accident,Expressway,Yes
New York,CA,2290,111.59,Low,Rain,Breakdown,Highway,No
Phoenix,AZ,1412,102.66,High,Cloudy,Breakdown,Expressway,No
Phoenix,CA,2888,48.38,Medium,Cloudy,Breakdown,Urban,Yes
Philadelphia,CA,2552,51.81,Low,Snow,None,Expressway,No
Chicago,NY,2290,46,Low,Cloudy,None,Rural,No
Phoenix,TX,142,20.16,High,Clear,Accident,Rural,Yes
San Antonio,PA,1288,13.46,High,Fog,Accident,Urban,Yes
Phoenix,AZ,4658,59.73,High,Rain,Breakdown,Urban,Yes
Phoenix,IL,3520,113.73,High,Clear,Construction,Expressway,No
Phoenix,CA,3285,110.9,Medium,Fog,Construction,Expressway,No
San Jose,TX,4251,99.08,High,Cloudy,Accident,Highway,No
San Jose,CA,2814,79.15,High,Clear,Breakdown,Expressway,Yes
Chicago,TX,3654,104.18,Low,Cloudy,Breakdown,Rural,Yes
New York,TX,2885,66.66,High,Snow,None,Expressway,Yes
Phoenix,IL,3951,29.82,Low,Snow,Accident,Expressway,No
Dallas,TX,3284,85.26,Medium,Rain,Construction,Highway,No
New York,IL,3678,111.27,Low,Fog,None,Expressway,No
Chicago,NY,1818,12.16,Medium,Clear,None,Rural,No
Houston,CA,3559,37.66,Low,Rain,Construction,Expressway,No
New York,IL,2951,39.2,Low,Cloudy,Construction,Expressway,No
New York,PA,1591,20.89,High,Clear,None,Rural,Yes
San Diego,CA,2141,34.8,Low,Clear,None,Highway,No
Los Angeles,PA,2700,52.24,Medium,Cloudy,None,Highway,No
San Diego,AZ,1781,113.38,Low,Rain,Construction,Rural,No
San Antonio,PA,141,104.63,High,Rain,Construction,Urban,Yes
San Jose,NY,4904,114.06,High,Snow,None,Urban,Yes
San Jose,AZ,780,23.26,Medium,Clear,Accident,Expressway,Yes
Los Angeles,AZ,4482,13.09,High,Rain,None,Urban,Yes
Philadelphia,TX,3864,22.09,Low,Clear,None,Rural,No
Philadelphia,PA,749,110.57,Medium,Snow,None,Rural,Yes
Chicago,TX,3064,27.32,High,Fog,Breakdown,Rural,Yes
Los Angeles,PA,2361,72.99,Low,Fog,Breakdown,Urban,Yes
New York,AZ,2066,35.03,High,Snow,Construction,Highway,No
Philadelphia,TX,3540,12.27,High,Clear,None,Urban,Yes
Phoenix,CA,1027,19.31,Medium,Rain,Breakdown,Expressway,Yes
Dallas,PA,4260,88.08,Medium,Rain,None,Rural,Yes
New York,PA,1308,30.06,Medium,Cloudy,Breakdown,Urban,Yes
San Antonio,TX,3905,35.21,Low,Rain,None,Rural,No
Phoenix,PA,1347,51.5,High,Clear,Breakdown,Rural,Yes
Phoenix,AZ,2028,82.3,Medium,Clear,Construction,Highway,Yes
Los Angeles,TX,4179,61.63,Low,Snow,Accident,Highway,Yes
Chicago,TX,1782,113.91,Low,Cloudy,Accident,Expressway,Yes
San Antonio,IL,2992,57.76,Low,Rain,Construction,Rural,No
Philadelphia,IL,2559,31.9,High,Clear,Construction,Urban,Yes
Los Angeles,AZ,498,68.98,Medium,Clear,Breakdown,Urban,No
Philadelphia,CA,1287,59.6,High,Fog,None,Expressway,Yes
Los Angeles,PA,4550,96.59,Low,Clear,None,Highway,Yes
Los Angeles,NY,382,112.86,High,Cloudy,Breakdown,Rural,Yes
Los Angeles,PA,4373,101.99,Medium,Rain,Accident,Highway,No
Chicago,NY,215,52.79,Low,Fog,Accident,Highway,No
Los Angeles,AZ,4730,33.77,High,Clear,None,Rural,No
Houston,CA,4882,110.59,Medium,Cloudy,Construction,Highway,Yes
Dallas,CA,4743,52.45,Medium,Snow,Breakdown,Urban,No
Philadelphia,CA,4738,94.72,Medium,Rain,Construction,Highway,No
New York,IL,4077,118.85,Medium,Snow,Construction,Rural,Yes
San Diego,AZ,2824,73.52,Low,Cloudy,Accident,Expressway,Yes
San Antonio,NY,1749,62.79,Low,Snow,Accident,Expressway,No
San Jose,CA,1463,86.99,High,Rain,Breakdown,Urban,Yes
Chicago,AZ,1496,31.33,Medium,Cloudy,Construction,Urban,Yes
New York,PA,3532,63.71,Medium,Clear,Breakdown,Expressway,Yes
Phoenix,NY,4794,44.36,Low,Snow,None,Urban,No
Houston,IL,1737,28.07,High,Fog,None,Highway,Yes
San Jose,TX,496,77.12,High,Snow,Breakdown,Expressway,No
San Diego,NY,3524,73.33,Low,Cloudy,Construction,Expressway,Yes
New York,PA,146,93.73,Low,Fog,Accident,Urban,No
San Jose,NY,2476,106.03,Low,Cloudy,None,Rural,No
New York,NY,2767,34.24,Low,Cloudy,Construction,Urban,Yes
Houston,TX,3307,95.77,Low,Fog,Accident,Rural,No
San Diego,CA,4776,50.41,Low,Cloudy,Construction,Expressway,Yes
Phoenix,PA,552,79.17,High,Fog,Accident,Rural,No
Los Angeles,TX,4433,103.53,Low,Clear,Breakdown,Expressway,No
Philadelphia,NY,4514,38.18,Low,Cloudy,Accident,Highway,Yes
Phoenix,PA,114,76.11,High,Clear,Breakdown,Urban,Yes
Los Angeles,IL,4307,62.84,High,Rain,None,Rural,No
Chicago,NY,711,96.96,Medium,Snow,Accident,Expressway,No
Dallas,IL,3539,86.7,Medium,Clear,Construction,Urban,No
San Antonio,AZ,530,94.66,High,Snow,Accident,Expressway,Yes
San Antonio,IL,4712,41.67,Low,Fog,None,Rural,Yes
Philadelphia,NY,3311,87.48,High,Rain,Accident,Expressway,No
San Diego,TX,455,76.64,Low,Fog,Breakdown,Highway,No
Houston,NY,4910,60.23,Low,Cloudy,Construction,Urban,Yes
San Diego,NY,3610,51.62,Low,Snow,Construction,Expressway,Yes
Houston,AZ,3433,46.48,High,Fog,Construction,Urban,Yes
San Diego,CA,3717,11.06,Low,Snow,Breakdown,Expressway,Yes
Dallas,NY,1167,28.65,High,Cloudy,Accident,Rural,No
Chicago,AZ,2487,16.49,Low,Cloudy,Accident,Rural,No
Chicago,TX,3532,103.32,Low,Snow,None,Expressway,No
Los Angeles,AZ,3759,104.61,High,Rain,Accident,Highway,Yes
San Jose,AZ,3490,103.08,High,Snow,None,Highway,No
Chicago,IL,791,99.97,Low,Snow,Breakdown,Expressway,Yes
Chicago,CA,3289,34.35,Low,Fog,Construction,Expressway,No
Phoenix,CA,2971,64.1,Medium,Snow,None,Highway,Yes
Phoenix,PA,1881,109.86,High,Rain,Accident,Urban,Yes
Los Angeles,TX,4188,93.58,Medium,Rain,Construction,Rural,Yes
San Jose,PA,960,10.2,Medium,Snow,Breakdown,Rural,Yes
Philadelphia,AZ,4062,60.54,Medium,Clear,None,Urban,No
Phoenix,TX,4752,11.17,High,Snow,Breakdown,Expressway,No
Philadelphia,TX,1468,40.87,Low,Fog,Construction,Expressway,No
New York,CA,4864,57.93,Low,Clear,Breakdown,Expressway,Yes
Phoenix,CA,4359,108.22,High,Cloudy,Construction,Expressway,Yes
Dallas,CA,4088,81.98,Medium,Cloudy,None,Urban,No
San Jose,NY,3689,49.87,High,Clear,Breakdown,Rural,Yes
Los Angeles,AZ,3495,63.97,Low,Snow,Accident,Expressway,Yes
New York,TX,181,99.91,High,Cloudy,Breakdown,Rural,Yes
San Jose,AZ,2106,42.96,Medium,Fog,Construction,Urban,No
Dallas,TX,202,77.65,High,Cloudy,Breakdown,Urban,Yes
San Jose,TX,2528,38.85,Low,Fog,Breakdown,Expressway,No
Dallas,PA,532,62.8,Low,Clear,None,Expressway,No
Dallas,TX,354,12.71,Low,Fog,Construction,Highway,No
Philadelphia,TX,2569,103.75,Medium,Rain,Breakdown,Highway,Yes
San Diego,IL,1042,15.32,Low,Rain,Accident,Highway,No
New York,IL,2287,34.68,Low,Rain,None,Highway,Yes
San Jose,PA,2609,46.69,High,Rain,None,Urban,Yes
Houston,NY,4488,78.77,High,Clear,Accident,Expressway,Yes
New York,CA,764,89.2,Medium,Fog,None,Expressway,No
San Diego,TX,1759,18.85,Medium,Snow,Construction,Highway,No
New York,AZ,1107,14.78,High,Rain,Accident,Expressway,No
Chicago,IL,520,97.89,Low,Rain,Accident,Expressway,No
Houston,CA,3515,88.34,High,Cloudy,Accident,Rural,Yes
San Diego,NY,790,101.47,High,Rain,Construction,Highway,Yes
Philadelphia,CA,3616,84.42,Low,Snow,None,Rural,No
San Jose,TX,562,92.61,High,Snow,Breakdown,Highway,Yes
San Antonio,CA,3443,51.69,High,Cloudy,None,Expressway,Yes
San Diego,TX,3335,74.92,Low,Clear,Breakdown,Rural,No
Los Angeles,PA,3887,98.59,Low,Clear,Accident,Rural,Yes
San Jose,IL,2242,28.93,Medium,Fog,Construction,Highway,Yes
San Diego,IL,4704,56.51,Medium,Snow,Construction,Expressway,Yes
Chicago,TX,4937,91.45,High,Snow,Breakdown,Rural,Yes
San Antonio,AZ,409,68.59,Medium,Rain,Construction,Urban,Yes
Chicago,IL,334,84.98,Low,Rain,Accident,Urban,No
San Antonio,AZ,3366,42.22,Low,Rain,Breakdown,Urban,No
Los Angeles,TX,3327,13.56,Medium,Fog,None,Expressway,Yes
San Jose,PA,2681,13.21,Low,Snow,Construction,Urban,Yes
Philadelphia,TX,1807,113.71,Low,Rain,None,Urban,Yes
Chicago,PA,2824,113.9,High,Rain,Construction,Rural,Yes
Chicago,IL,1572,33.24,Low,Snow,Construction,Rural,Yes
Dallas,AZ,1295,26.22,High,Rain,Accident,Rural,No
San Antonio,TX,1462,12,Low,Cloudy,Accident,Highway,No
Phoenix,IL,4888,35.44,High,Cloudy,Breakdown,Expressway,Yes
San Jose,PA,1466,46.78,Medium,Clear,Accident,Urban,Yes
San Antonio,TX,407,36.54,High,Snow,None,Rural,No
Dallas,PA,3515,97.71,Low,Cloudy,Accident,Expressway,Yes
New York,CA,4185,92.44,High,Snow,Accident,Highway,No
San Antonio,PA,2999,18.91,High,Fog,Construction,Highway,No
Philadelphia,CA,3191,86.71,High,Snow,Accident,Expressway,No
San Jose,IL,2926,67.26,Medium,Clear,None,Expressway,No
Dallas,TX,4603,24.54,Low,Clear,Accident,Urban,No
New York,IL,246,91.35,High,Fog,Breakdown,Rural,No
Houston,NY,1924,19.47,Medium,Snow,None,Urban,Yes
